9780060762872,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,eng,336,15.99
9780470045299,eBay for Dummies,Marsha Collier,3.50,eng,386,15.99
9780072262780,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,eng,260,15.99
9780764569241,Starting an eBay Business for Dummies,Marsha Collier,3.55,eng,384,15.99
9780471933823,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,4.27,eng,260,15.99
9780764559914,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,en-US,391,15.99
9780764584381,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.89,en-US,864,15.99
9780596523695,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,eng,873,15.99
9780806523491,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,4.12,eng,240,15.99
9780806525365,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,eng,206,15.99
9780596527310,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,eng,514,15.99
9780143035008,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,eng,838,15.99
9780451528612,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,eng,960,15.99
9780140449174,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,eng,837,15.99
9780822001836,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,3.85,eng,80,15.99
9781593080273,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,eng,803,15.99
9780486437965,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,eng,752,15.99
9781593081775,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,eng,803,15.99
9780778322276,Dinner with Anna Karenina,Gloria Goldreich,2.99,eng,360,15.99
9780521313254,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,eng,128,15.99
9780140183955,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,eng,160,15.99
9780679767473,The Untouchable,John Banville,3.95,eng,367,15.99
9781568491981,The Untouchables,Eliot Ness/Oscar Fraley,3.89,eng,256,15.99
9780743270793,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,en-US,320,15.99
9780932863058,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.20,eng,100,15.99
9780742508804,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,eng,224,15.99
9780205358625,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.40,eng,216,15.99
9781557344038,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4.00,eng,48,15.99
9780380720446,Wrinkles in Time,George Smoot/Keay Davidson,4.01,eng,360,15.99
9780821925324,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.00,eng,250,15.99
9780439271691,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.60,eng,32,15.99
9780606105262,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.00,spa,205,15.99
9780751506433,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,eng,367,15.99
9780060786717,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,eng,352,15.99
9780743499347,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,en-US,320,15.99
9780765313409,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.60,eng,331,15.99
9781400032495,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.90,eng,244,15.99
9781400032488,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,eng,215,15.99
9781400032464,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,eng,191,15.99
9780679732525,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,eng,144,15.99
9780312424442,I am Charlotte Simmons,Tom Wolfe,3.42,eng,738,15.99
9780806930770,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,eng,48,15.99
9780140366600,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,eng,287,15.99
9780811201124,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,eng,217,15.99
9780802130167,Quiet Days in Clichy,Henry Miller,3.69,eng,154,15.99
9780802131782,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,eng,318,15.99
9780802151827,Tropic of Capricorn,Henry Miller,3.78,eng,348,15.99
9780802151780,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.10,eng,316,15.99
9780802151803,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,eng,506,15.99
9780811201063,The Air-Conditioned Nightmare,Henry Miller,3.83,eng,292,15.99
9780141439631,The Portrait of a Lady,Henry James/Patricia Crick,3.78,eng,797,15.99
9781593080969,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,eng,635,15.99
9781571290533,Writing,Marguerite Duras,3.75,eng,91,15.99
9781565842212,The War,Marguerite Duras/Barbara Bray,3.85,eng,192,15.99
9780394743042,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,en-US,181,15.99
9781851681822,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,eng,178,15.99
9781566562492,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,eng,464,15.99
9780140195538,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,eng,102,15.99
9780394431246,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,eng,216,15.99
9780806501901,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,eng,132,15.99
9780679439202,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,eng,100,15.99
9780753453803,Treasure Island,Robert Louis Stevenson,3.83,eng,311,15.99
9781402714573,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,en-US,213,15.99
9781416500292,Treasure Island,Robert Louis Stevenson,3.83,eng,245,15.99
9780689854682,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,eng,64,15.99
9780517221143,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,en-US,272,15.99
9781577658054,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,eng,232,15.99
9780933121188,100 Years of Lynchings,Ralph Ginzburg,4.61,eng,270,15.99
9780785950103,Cien años de soledad,Gabriel García Márquez,4.07,spa,448,15.99
9780394800844,On Beyond Zebra!,Dr. Seuss,4.04,eng,64,15.99
9780821778258,The Wedding Clause,Debbie Raleigh,3.60,eng,256,15.99
9780060733032,The Zebra Wall,Kevin Henkes,3.44,eng,147,15.99
9788432216060,El perfume: Historia de un asesino,Patrick Süskind,4.02,spa,239,15.99
9780345413994,The Door Into Summer,Robert A. Heinlein,4.01,eng,304,15.99
9780441788385,Stranger in a Strange Land,Robert A. Heinlein,3.92,eng,528,15.99
9780441748600,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,en-US,434,15.99
9780345316509,Job: A Comedy of Justice,Robert A. Heinlein,3.78,en-US,439,15.99
9780765314932,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,eng,256,15.99
9780671742515,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,en-US,307,15.99
9780345455291,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,eng,298,15.99
9780345476517,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,eng,368,15.99
9780345368430,Douglas Adams's Starship Titanic,Terry Jones,3.60,eng,256,15.99
9781417622856,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,eng,336,15.99
9780573650963,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,eng,72,15.99
9780691122946,On Bullshit,Harry G. Frankfurt,3.57,eng,67,15.99
9780393329407,Another Bullshit Night in Suck City,Nick Flynn,3.78,eng,347,15.99
9780671867423,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,en-US,317,15.99
9780395883976,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,eng,32,15.99
9780684848150,Underworld,Don DeLillo,3.92,eng,827,15.99
9780140156041,Libra,Don DeLillo,3.99,eng,480,15.99
9780140119480,Americana,Don DeLillo,3.43,eng,377,15.99
9780679722946,Running Dog,Don DeLillo,3.43,eng,256,15.99
9780743244251,Cosmopolis,Don DeLillo,3.22,eng,224,15.99
9780140179170,Great Jones Street,Don DeLillo,3.48,eng,272,15.99
9780679722953,The Names,Don DeLillo,3.64,eng,339,15.99
9781594201202,Against the Day,Thomas Pynchon,4.13,eng,1085,15.99
9780060930219,V.,Thomas Pynchon,3.96,eng,547,15.99
9780060931674,The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,15.99
9780140283389,Gravity's Rainbow,Thomas Pynchon,4.01,eng,784,15.99
9780312423209,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,eng,773,15.99
9780141180632,Vineland,Thomas Pynchon,3.69,en-US,385,15.99
9780143039945,Gravity's Rainbow,Thomas Pynchon,4.01,eng,776,15.99
9780316724432,Slow Learner: Early Stories,Thomas Pynchon,3.50,eng,193,15.99
9780140189308,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.80,eng,352,15.99
9781400043149,The Year of Magical Thinking,Joan Didion,3.89,en-US,227,15.99
9780374522216,The White Album,Joan Didion,4.17,eng,222,15.99
9780679754862,A Book of Common Prayer,Joan Didion,3.80,eng,272,15.99
9780679752868,Where I Was From,Joan Didion,3.86,eng,240,15.99
9780374521721,Slouching Towards Bethlehem,Joan Didion,4.21,eng,238,15.99
9780679754855,Democracy,Joan Didion,3.81,en-US,234,15.99
9780307264879,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.50,eng,1122,15.99
9780374529949,Play It As It Lays,Joan Didion/David Thomson,3.87,eng,231,15.99
9780143039839,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,eng,308,15.99
9780140097313,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,eng,203,15.99
9780140097351,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,eng,96,15.99
9780940650763,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,eng,179,15.99
9780963188922,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,eng,256,15.99
9780312426231,The Brooklyn Follies,Paul Auster,3.84,eng,306,15.99
9780140115857,Moon Palace,Paul Auster,3.94,eng,320,15.99
9780140154078,The Music of Chance,Paul Auster,3.90,en-US,217,15.99
9780805081459,Travels in the Scriptorium,Paul Auster,3.23,eng,145,15.99
9780140178135,Leviathan,Paul Auster,3.96,eng,275,15.99
9780811214988,The Red Notebook: True Stories,Paul Auster,3.77,eng,104,15.99
9782742741465,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,fre,1075,15.99
9780143036555,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,eng,608,15.99
9780446579780,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.40,en-US,211,15.99
9780521386739,Collapse of Complex Societies,Joseph A. Tainter,4.15,eng,262,15.99
9780743203043,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.80,eng,544,15.99
9780345438713,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,eng,272,15.99
9780393318289,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,eng,576,15.99
9781599869940,My Inventions,Nikola Tesla,4.01,eng,88,15.99
9780806519609,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,eng,542,15.99
9780822549208,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,eng,144,15.99
9780932813862,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,eng,100,15.99
9780373792689,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,eng,249,15.99
9780974514055,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,en-US,828,15.99
9780764585975,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,eng,112,15.99
9780307281708,Lord of the Flies,William Golding,3.68,eng,6,15.99
9780812969702,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,eng,397,15.99
9780060255084,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,eng,216,15.99
9780330485388,The Lovely Bones,Alice Sebold,3.81,en-GB,328,15.99
9781594130236,The Lovely Bones,Alice Sebold,3.81,en-US,532,15.99
9780345360359,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.80,eng,224,15.99
785342303476,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,en-US,296,15.99
9780321430847,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.80,en-US,456,15.99
9783822840856,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,mul,575,15.99
9780743264464,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,eng,245,15.99
9780743236010,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,eng,272,15.99
9780553572490,Vice (V  #8),Jane Feather,3.51,eng,419,15.99
9780060589462,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,eng,540,15.99
9780802789471,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,eng,32,15.99
9780688060695,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,en-GB,408,15.99
9781859605158,Motorcycle Basics Techbook,John Harold Haynes,3.85,eng,222,15.99
9781592530878,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,eng,191,15.99
9780451528803,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,eng,304,15.99
9780192833983,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,eng,1392,15.99
9780486451381,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,eng,352,15.99
9780452011878,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,eng,1168,15.99
9780451163080,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,eng,224,15.99
9780452286757,The Fountainhead,Ayn Rand,3.87,en-US,752,15.99
9780451163936,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,eng,176,15.99
9780452281257,Anthem,Ayn Rand,3.63,eng,105,15.99
9780451187840,We the Living,Ayn Rand/Leonard Peikoff,3.91,eng,464,15.99
9780451147950,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,eng,340,15.99
9780452274044,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,eng,681,15.99
9780471791430,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,eng,416,15.99
9780553803815,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,eng,368,15.99
9780375755194,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,eng,192,15.99
9781592283194,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,eng,286,15.99
9780975599518,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,en-US,571,15.99
9780374502003,The Natural,Bernard Malamud/Kevin Baker,3.63,eng,231,15.99
9780307263940,Digging to America,Anne Tyler,3.55,eng,277,15.99
9780312405540,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,eng,826,15.99
9780195170139,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,en-US,528,15.99
9781400079490,The Plot Against America,Philip Roth,3.77,eng,391,15.99
9780688171629,Naked Pictures of Famous People,Jon   Stewart,3.59,en-GB,164,15.99
9780060932688,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,eng,352,15.99
9781400034956,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,spa,118,15.99
9780307350428,Cien años de soledad,Gabriel García Márquez,4.07,spa,496,15.99
9780307350442,Del amor y otros demonios,Gabriel García Márquez,3.98,spa,176,15.99
9781400034543,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,eng,533,15.99
9781400095803,Memoria de mis putas tristes,Gabriel García Márquez,3.60,spa,112,15.99
9780375708114,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,eng,425,15.99
9780861714926,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,eng,288,15.99
9781843535843,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,eng,363,15.99
9781740594776,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,eng,128,15.99
9788408064763,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,spa,480,15.99
9781740592055,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0.00,eng,295,15.99
9780618710539,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,eng,287,15.99
9780060512804,Cryptonomicon,Neal Stephenson,4.25,eng,1139,15.99
9782228894166,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.10,fre,418,15.99
9780060733353,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,en-US,815,15.99
9780060593087,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,eng,927,15.99
9780553383447,The Cobweb,Neal Stephenson/J. Frederick George,3.61,eng,448,15.99
9780380816033,The Big U,Neal Stephenson,3.25,en-US,308,15.99
9780553380965,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,eng,499,15.99
9780553383430,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,eng,640,15.99
9780060833183,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.20,en-US,464,15.99
